,Melodic_Interval_Histogram_0,Melodic_Interval_Histogram_1,Melodic_Interval_Histogram_2,Melodic_Interval_Histogram_3,Melodic_Interval_Histogram_4,Melodic_Interval_Histogram_5,Melodic_Interval_Histogram_6,Melodic_Interval_Histogram_7,Melodic_Interval_Histogram_8,Melodic_Interval_Histogram_9,Melodic_Interval_Histogram_10,Melodic_Interval_Histogram_11,Melodic_Interval_Histogram_12,Melodic_Interval_Histogram_13,Melodic_Interval_Histogram_14,Melodic_Interval_Histogram_15,Melodic_Interval_Histogram_16,Melodic_Interval_Histogram_17,Melodic_Interval_Histogram_18,Melodic_Interval_Histogram_19,Melodic_Interval_Histogram_20,Melodic_Interval_Histogram_21,Melodic_Interval_Histogram_22,Melodic_Interval_Histogram_23,Melodic_Interval_Histogram_24,Melodic_Interval_Histogram_25,Melodic_Interval_Histogram_26,Melodic_Interval_Histogram_27,Melodic_Interval_Histogram_28,Melodic_Interval_Histogram_29,Melodic_Interval_Histogram_30,Melodic_Interval_Histogram_31,Melodic_Interval_Histogram_32,Melodic_Interval_Histogram_33,Melodic_Interval_Histogram_34,Melodic_Interval_Histogram_35,Melodic_Interval_Histogram_36,Melodic_Interval_Histogram_37,Melodic_Interval_Histogram_38,Melodic_Interval_Histogram_39,Melodic_Interval_Histogram_40,Melodic_Interval_Histogram_41,Melodic_Interval_Histogram_42,Melodic_Interval_Histogram_43,Melodic_Interval_Histogram_44,Melodic_Interval_Histogram_45,Melodic_Interval_Histogram_46,Melodic_Interval_Histogram_47,Melodic_Interval_Histogram_48,Melodic_Interval_Histogram_49,Melodic_Interval_Histogram_50,Melodic_Interval_Histogram_51,Melodic_Interval_Histogram_52,Melodic_Interval_Histogram_53,Melodic_Interval_Histogram_54,Melodic_Interval_Histogram_55,Melodic_Interval_Histogram_56,Melodic_Interval_Histogram_57,Melodic_Interval_Histogram_58,Melodic_Interval_Histogram_59,Melodic_Interval_Histogram_60,Melodic_Interval_Histogram_61,Melodic_Interval_Histogram_62,Melodic_Interval_Histogram_63,Melodic_Interval_Histogram_64,Melodic_Interval_Histogram_65,Melodic_Interval_Histogram_66,Melodic_Interval_Histogram_67,Melodic_Interval_Histogram_68,Melodic_Interval_Histogram_69,Melodic_Interval_Histogram_70,Melodic_Interval_Histogram_71,Melodic_Interval_Histogram_72,Melodic_Interval_Histogram_73,Melodic_Interval_Histogram_74,Melodic_Interval_Histogram_75,Melodic_Interval_Histogram_76,Melodic_Interval_Histogram_77,Melodic_Interval_Histogram_78,Melodic_Interval_Histogram_79,Melodic_Interval_Histogram_80,Melodic_Interval_Histogram_81,Melodic_Interval_Histogram_82,Melodic_Interval_Histogram_83,Melodic_Interval_Histogram_84,Melodic_Interval_Histogram_85,Melodic_Interval_Histogram_86,Melodic_Interval_Histogram_87,Melodic_Interval_Histogram_88,Melodic_Interval_Histogram_89,Melodic_Interval_Histogram_90,Melodic_Interval_Histogram_91,Melodic_Interval_Histogram_92,Melodic_Interval_Histogram_93,Melodic_Interval_Histogram_94,Melodic_Interval_Histogram_95,Melodic_Interval_Histogram_96,Melodic_Interval_Histogram_97,Melodic_Interval_Histogram_98,Melodic_Interval_Histogram_99,Melodic_Interval_Histogram_100,Melodic_Interval_Histogram_101,Melodic_Interval_Histogram_102,Melodic_Interval_Histogram_103,Melodic_Interval_Histogram_104,Melodic_Interval_Histogram_105,Melodic_Interval_Histogram_106,Melodic_Interval_Histogram_107,Melodic_Interval_Histogram_108,Melodic_Interval_Histogram_109,Melodic_Interval_Histogram_110,Melodic_Interval_Histogram_111,Melodic_Interval_Histogram_112,Melodic_Interval_Histogram_113,Melodic_Interval_Histogram_114,Melodic_Interval_Histogram_115,Melodic_Interval_Histogram_116,Melodic_Interval_Histogram_117,Melodic_Interval_Histogram_118,Melodic_Interval_Histogram_119,Melodic_Interval_Histogram_120,Melodic_Interval_Histogram_121,Melodic_Interval_Histogram_122,Melodic_Interval_Histogram_123,Melodic_Interval_Histogram_124,Melodic_Interval_Histogram_125,Melodic_Interval_Histogram_126,Melodic_Interval_Histogram_127,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,year,composer,type
Pitt-Payne/Bachelors Button.mid,0.1004, 0.2422, 0.2523, 0.1068, 0.02762, 0.08932, 0.03131, 0.06906, 0.01105, 0.04328, 0.0, 0.0, 0.01105, 0.0, 0.0, 0.002762, 0.01105, 9.208E-4, 0.0, 0.0, 0.0, 0.0, 9.208E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.16, 4.0, 1.0, 0.2523, 0.9599, 0.3287, 0.1004, 0.2422, 0.4945, 0.1344, 0.08932, 0.03131, 0.06906, 0.05433, 0.0, 0.01105, 0.01565, 3.867, 0.0, 0.4893, 1.816, 6.348, 5.192,early,others,I
Pitt-Payne/Borneo Rag.mid,0.04012, 0.4012, 0.216, 0.07202, 0.06173, 0.06276, 0.03909, 0.04321, 0.01543, 0.003086, 0.0144, 0.007202, 0.01029, 0.001029, 0.003086, 0.0, 0.0, 0.0, 0.0, 0.002058, 0.001029, 0.0, 0.0, 0.0, 0.002058, 0.001029, 0.003086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.917, 2.0, 1.0, 0.4012, 0.5385, 0.249, 0.04012, 0.4012, 0.6173, 0.1337, 0.06276, 0.03909, 0.04321, 0.01852, 0.0216, 0.01029, 0.01337, 1.167, 0.0, 0.5091, 1.877, 5.68, 4.886,early,others,R
"Pitt-Payne/At The Ball, That's All.mid",0.08027, 0.1442, 0.4109, 0.1347, 0.1034, 0.06395, 0.01088, 0.01905, 0.002721, 0.008163, 0.0, 0.0, 0.01633, 0.0, 0.0, 0.0, 0.0, 0.002721, 0.0, 0.0, 0.002721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.694, 4.0, 1.0, 0.4109, 0.351, 0.3537, 0.08027, 0.1442, 0.5551, 0.2381, 0.06395, 0.01088, 0.01905, 0.01088, 0.0, 0.01633, 0.005442, 1.303, 0.0, 0.4956, 1.47, 4.267, 3.825,early,others,R
Pitt-Payne/Carmenita.mid,0.05714, 0.2837, 0.3061, 0.1306, 0.06531, 0.06939, 0.01224, 0.02857, 0.01633, 0.0102, 0.0, 0.0, 0.01633, 0.0, 0.002041, 0.0, 0.0, 0.002041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.651, 3.0, 1.0, 0.3061, 0.9267, 0.298, 0.05714, 0.2837, 0.5898, 0.1959, 0.06939, 0.01224, 0.02857, 0.02653, 0.0, 0.01633, 0.004082, 2.0, 0.0, 0.5216, 1.886, 5.249, 5.627,early,others,R
Pitt-Payne/Chin-Chin Chinaman.mid,0.2362, 0.1542, 0.2644, 0.1469, 0.06242, 0.0612, 0.01958, 0.01469, 0.01714, 0.004896, 0.0, 0.0, 0.00612, 0.01224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.313, 4.0, 2.0, 0.2644, 0.8935, 0.4663, 0.2362, 0.1542, 0.4186, 0.2093, 0.0612, 0.01958, 0.01469, 0.02203, 0.0, 0.00612, 0.01224, 2.353, 0.0, 0.4407, 1.724, 5.174, 4.003,early,others,S
Pitt-Payne/Charcoal.mid,0.2725, 0.06012, 0.2926, 0.09619, 0.0521, 0.06413, 0.0, 0.0521, 0.02806, 0.03206, 0.01202, 0.0, 0.004008, 0.0, 0.008016, 0.008016, 0.004008, 0.0, 0.0, 0.004008, 0.004008, 0.004008, 0.002004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.09, 3.0, 2.0, 0.2926, 0.9315, 0.501, 0.2725, 0.06012, 0.3527, 0.1483, 0.06413, 0.0, 0.0521, 0.06012, 0.01202, 0.004008, 0.03407, 1.846, 0.0, 0.4848, 1.871, 7.887, 4.116,early,others,M
Pitt-Payne/Chicken Chowder.mid,0.03643, 0.6068, 0.1106, 0.03769, 0.03518, 0.05276, 0.005025, 0.02387, 0.01382, 0.02261, 0.0, 0.001256, 0.0402, 0.001256, 0.0, 0.0, 0.0, 0.0, 0.005025, 0.0, 0.0, 0.005025, 0.0, 0.0, 0.002513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.626, 2.0, 1.0, 0.6068, 0.1822, 0.1746, 0.03643, 0.6068, 0.7173, 0.07286, 0.05276, 0.005025, 0.02387, 0.03643, 0.001256, 0.0402, 0.01382, 1.071, 0.0, 0.5176, 2.062, 5.554, 5.295,early,others,R
Pitt-Payne/April Fool Rag.mid,0.1026, 0.3761, 0.2, 0.1145, 0.04444, 0.04274, 0.005128, 0.006838, 0.0188, 0.0359, 0.0, 0.0, 0.04444, 0.0, 0.003419, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001709, 0.0, 0.001709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.791, 4.0, 1.0, 0.3761, 0.5318, 0.3128, 0.1026, 0.3761, 0.5761, 0.159, 0.04274, 0.005128, 0.006838, 0.0547, 0.0, 0.04444, 0.008547, 2.577, 0.0, 0.56, 1.888, 5.831, 4.981,early,others,R
Pitt-Payne/Chop-House Rag  The.mid,0.08612, 0.445, 0.2073, 0.08772, 0.04147, 0.11, 0.0, 0.0, 0.01276, 0.0, 0.0, 0.0, 0.00319, 0.0, 0.0, 0.00319, 0.0, 0.0, 0.0, 0.0, 0.00319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.091, 3.0, 1.0, 0.445, 0.4659, 0.2217, 0.08612, 0.445, 0.6523, 0.1292, 0.11, 0.0, 0.0, 0.01276, 0.0, 0.00319, 0.00638, 2.115, 0.0, 0.4363, 2.283, 5.171, 5.984,early,others,S
Pitt-Payne/Big Chief Battle-Axe.mid,0.07705, 0.2346, 0.3253, 0.1027, 0.03253, 0.08733, 0.0, 0.04623, 0.01027, 0.0411, 0.006849, 0.003425, 0.01027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001712, 0.0, 0.0, 0.01027, 0.008562, 0.0, 0.0, 0.0, 0.0, 0.001712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.291, 3.0, 1.0, 0.3253, 0.7211, 0.2791, 0.07705, 0.2346, 0.5599, 0.1353, 0.08733, 0.0, 0.04623, 0.05137, 0.01027, 0.01027, 0.02226, 3.158, 0.0, 0.4731, 1.324, 4.681, 4.146,early,others,S
Pitt-Payne/Darkey's Rendezvous  The.mid,0.1355, 0.1703, 0.152, 0.1392, 0.1593, 0.07692, 0.005495, 0.08242, 0.0, 0.01832, 0.01832, 0.0, 0.03114, 0.0, 0.0, 0.001832, 0.005495, 0.0, 0.0, 0.001832, 0.001832, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.432, 5.0, 3.0, 0.1703, 0.9355, 0.5733, 0.1355, 0.1703, 0.3223, 0.2985, 0.07692, 0.005495, 0.08242, 0.01832, 0.01832, 0.03114, 0.01099, 0.8736, 0.0, 0.5636, 1.622, 6.399, 4.794,early,others,M
Pitt-Payne/Cutter  The.mid,0.09222, 0.1599, 0.2853, 0.07349, 0.05764, 0.09078, 0.005764, 0.04755, 0.1009, 0.005764, 0.008646, 0.0, 0.05331, 0.001441, 0.002882, 0.001441, 0.0, 0.005764, 0.0, 0.005764, 0.0, 0.0, 0.0, 0.0, 0.001441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 3.911, 5.0, 1.0, 0.2853, 0.5606, 0.3343, 0.09222, 0.1599, 0.4452, 0.1311, 0.09078, 0.005764, 0.04755, 0.1066, 0.008646, 0.05331, 0.01873, 1.275, 0.0, 0.4524, 1.707, 7.287, 4.904,early,others,R
Pitt-Payne/Cootie Tickle.mid,0.08285, 0.104, 0.4489, 0.185, 0.03083, 0.07129, 0.003854, 0.01927, 0.02505, 0.003854, 0.0, 0.0, 0.009634, 0.0, 0.01541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.761, 3.0, 1.0, 0.4489, 0.412, 0.3276, 0.08285, 0.104, 0.553, 0.2158, 0.07129, 0.003854, 0.01927, 0.0289, 0.0, 0.009634, 0.01541, 6.0, 0.0, 0.5252, 1.587, 4.737, 4.185,early,others,S
Pitt-Payne/Cosey Rag  The.mid,0.1618, 0.2587, 0.2139, 0.07803, 0.03035, 0.04191, 0.01445, 0.05058, 0.04046, 0.01156, 0.02746, 0.01156, 0.01012, 0.0, 0.01156, 0.03468, 0.0, 0.0, 0.0, 0.0, 0.00289, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.383, 3.0, 1.0, 0.2587, 0.8268, 0.4046, 0.1618, 0.2587, 0.4725, 0.1084, 0.04191, 0.01445, 0.05058, 0.05202, 0.03902, 0.01012, 0.04913, 2.571, 0.0, 0.5672, 1.551, 6.227, 4.376,early,others,S
